timestamp,sensor_id,temperature_celsius,vibration_hz,current_amps
2026-05-26T08:21:00Z,EAF-01,1534.99,49.32,53464.51
2026-05-26T08:21:01Z,EAF-01,1507.79,48.68,53383.25
2026-05-26T08:21:02Z,EAF-01,1548.0,49.89,50311.02
2026-05-26T08:21:03Z,EAF-01,1504.78,44.46,54743.91
2026-05-26T08:21:04Z,EAF-01,1547.99,46.12,51478.85
2026-05-26T08:21:05Z,EAF-01,1527.07,45.05,54668.79
2026-05-26T08:21:06Z,EAF-01,1506.58,45.49,50078.98
2026-05-26T08:21:07Z,EAF-01,1529.04,46.87,51332.54
2026-05-26T08:21:08Z,EAF-01,1533.25,47.35,51331.02
2026-05-26T08:21:09Z,EAF-01,1546.22,42.16,52469.17
2026-05-26T08:21:10Z,EAF-01,1508.6,41.44,52292.83
2026-05-26T08:21:11Z,EAF-01,1500.15,49.79,51627.11
2026-05-26T08:21:12Z,EAF-01,1536.77,41.31,50780.06
2026-05-26T08:21:13Z,EAF-01,1519.67,44.61,53881.75
2026-05-26T08:21:14Z,EAF-01,1526.79,42.37,53268.24
2026-05-26T08:21:15Z,EAF-01,1526.11,48.42,54345.7
2026-05-26T08:21:16Z,EAF-01,1533.91,48.71,51390.0
2026-05-26T08:21:17Z,EAF-01,1515.95,42.16,53639.64
2026-05-26T08:21:18Z,EAF-01,1521.34,44.92,53289.48
2026-05-26T08:21:19Z,EAF-01,1533.29,49.47,50227.2
2026-05-26T08:21:20Z,EAF-01,1540.88,41.11,53967.79
2026-05-26T08:21:21Z,EAF-01,1503.15,48.16,51208.42
2026-05-26T08:21:22Z,EAF-01,1529.47,48.51,54795.04
2026-05-26T08:21:23Z,EAF-01,1520.1,47.27,51488.54
2026-05-26T08:21:24Z,EAF-01,1534.02,48.45,54862.98
2026-05-26T08:21:25Z,EAF-01,1549.72,43.29,50643.88
2026-05-26T08:21:26Z,EAF-01,1548.08,48.38,53772.31
2026-05-26T08:21:27Z,EAF-01,1512.51,43.2,50527.38
2026-05-26T08:21:28Z,EAF-01,1545.53,48.25,53700.57
2026-05-26T08:21:29Z,EAF-01,1681.81,65.15,61460.18
2026-05-26T08:21:30Z,EAF-01,1534.12,44.8,50442.48
2026-05-26T08:21:31Z,EAF-01,1527.51,46.09,50900.22
2026-05-26T08:21:32Z,EAF-01,1549.74,47.93,52081.07
2026-05-26T08:21:33Z,EAF-01,1530.5,49.89,54094.27
2026-05-26T08:21:34Z,EAF-01,1537.46,41.64,50759.48
2026-05-26T08:21:35Z,EAF-01,1507.62,40.67,51705.22
2026-05-26T08:21:36Z,EAF-01,1537.8,41.23,54322.52
2026-05-26T08:21:37Z,EAF-01,1519.74,42.02,54690.09
2026-05-26T08:21:38Z,EAF-01,1506.85,43.83,53056.59
2026-05-26T08:21:39Z,EAF-01,1542.08,48.57,50244.05
2026-05-26T08:21:40Z,EAF-01,1519.05,42.04,52049.87
2026-05-26T08:21:41Z,EAF-01,1547.09,46.4,51582.66
2026-05-26T08:21:42Z,EAF-01,1548.2,41.32,51024.99
2026-05-26T08:21:43Z,EAF-01,1514.81,49.55,52138.95
2026-05-26T08:21:44Z,EAF-01,1519.87,46.39,52326.28
2026-05-26T08:21:45Z,EAF-01,1532.78,46.17,52388.01
2026-05-26T08:21:46Z,EAF-01,1503.65,44.02,51239.29
2026-05-26T08:21:47Z,EAF-01,1509.82,44.99,50350.5
2026-05-26T08:21:48Z,EAF-01,1519.43,46.23,54513.16
2026-05-26T08:21:49Z,EAF-01,1535.83,44.85,51988.35
2026-05-26T08:21:50Z,EAF-01,1519.9,41.05,53467.01
2026-05-26T08:21:51Z,EAF-01,1515.9,42.97,54415.25
2026-05-26T08:21:52Z,EAF-01,1523.14,47.53,54192.77
2026-05-26T08:21:53Z,EAF-01,1534.11,41.29,54218.0
2026-05-26T08:21:54Z,EAF-01,1543.75,48.58,52973.69
2026-05-26T08:21:55Z,EAF-01,1531.27,46.55,51147.9
2026-05-26T08:21:56Z,EAF-01,1533.4,45.15,52802.05
2026-05-26T08:21:57Z,EAF-01,1544.7,47.25,53517.87
2026-05-26T08:21:58Z,EAF-01,1501.1,44.4,52629.71
2026-05-26T08:21:59Z,EAF-01,1543.5,47.25,53236.3
2026-05-26T08:22:00Z,EAF-01,1548.44,41.01,50317.44
2026-05-26T08:22:01Z,EAF-01,1543.9,47.09,52555.65
2026-05-26T08:22:02Z,EAF-01,1517.15,43.07,54711.58
2026-05-26T08:22:03Z,EAF-01,1511.72,47.14,53846.19
2026-05-26T08:22:04Z,EAF-01,1508.93,42.09,54617.13
2026-05-26T08:22:05Z,EAF-01,1503.59,47.4,50037.73
2026-05-26T08:22:06Z,EAF-01,1515.63,43.58,51768.53
2026-05-26T08:22:07Z,EAF-01,1526.54,46.1,50163.22
2026-05-26T08:22:08Z,EAF-01,1507.58,43.28,53337.59
2026-05-26T08:22:09Z,EAF-01,1533.43,42.84,54410.03
2026-05-26T08:22:10Z,EAF-01,1545.94,44.55,53138.95
2026-05-26T08:22:11Z,EAF-01,1549.09,42.09,52125.08
2026-05-26T08:22:12Z,EAF-01,1540.21,44.99,53303.56
2026-05-26T08:22:13Z,EAF-01,1534.27,45.44,50219.87
2026-05-26T08:22:14Z,EAF-01,1505.07,42.91,53456.54
2026-05-26T08:22:15Z,EAF-01,1521.41,41.65,52991.59
2026-05-26T08:22:16Z,EAF-01,1507.54,46.08,51123.09
2026-05-26T08:22:17Z,EAF-01,1525.29,45.46,54295.95
2026-05-26T08:22:18Z,EAF-01,1542.39,48.8,52444.58
2026-05-26T08:22:19Z,EAF-01,1537.23,44.61,53988.53
2026-05-26T08:22:20Z,EAF-01,1719.17,64.82,62935.43
2026-05-26T08:22:21Z,EAF-01,1530.94,49.74,51983.8
2026-05-26T08:22:22Z,EAF-01,1523.92,44.02,52621.95
2026-05-26T08:22:23Z,EAF-01,1503.13,44.99,51678.97
2026-05-26T08:22:24Z,EAF-01,1506.16,48.55,53994.32
2026-05-26T08:22:25Z,EAF-01,1508.35,42.61,52650.42
2026-05-26T08:22:26Z,EAF-01,1506.77,40.96,53505.43
2026-05-26T08:22:27Z,EAF-01,1528.15,47.31,51518.36
2026-05-26T08:22:28Z,EAF-01,1528.01,45.81,53401.36
2026-05-26T08:22:29Z,EAF-01,1546.56,49.55,51721.23
2026-05-26T08:22:30Z,EAF-01,1536.23,40.04,50349.22
2026-05-26T08:22:31Z,EAF-01,1511.43,40.03,51053.73
2026-05-26T08:22:32Z,EAF-01,1532.9,41.25,50116.42
2026-05-26T08:22:33Z,EAF-01,1535.38,41.01,54654.24
2026-05-26T08:22:34Z,EAF-01,1515.12,49.62,53260.64
2026-05-26T08:22:35Z,EAF-01,1505.26,40.44,52363.08
2026-05-26T08:22:36Z,EAF-01,1532.76,46.34,52946.98
2026-05-26T08:22:37Z,EAF-01,1514.13,45.79,50340.43
2026-05-26T08:22:38Z,EAF-01,1540.51,47.25,54819.37
2026-05-26T08:22:39Z,EAF-01,1506.61,49.34,52465.97
2026-05-26T08:22:40Z,EAF-01,1523.95,46.63,52320.05
2026-05-26T08:22:41Z,EAF-01,1541.39,41.42,50158.12
2026-05-26T08:22:42Z,EAF-01,1537.77,45.05,51132.64
2026-05-26T08:22:43Z,EAF-01,1506.41,47.23,51662.58
2026-05-26T08:22:44Z,EAF-01,1528.32,41.95,54511.91
2026-05-26T08:22:45Z,EAF-01,1516.17,40.24,53522.82
2026-05-26T08:22:46Z,EAF-01,1532.95,46.24,53662.31
2026-05-26T08:22:47Z,EAF-01,1518.09,48.24,52082.53
2026-05-26T08:22:48Z,EAF-01,1504.13,43.34,54666.58
2026-05-26T08:22:49Z,EAF-01,1509.36,47.92,54630.43
2026-05-26T08:22:50Z,EAF-01,1540.86,42.17,52789.56
2026-05-26T08:22:51Z,EAF-01,1520.91,41.05,54837.68
2026-05-26T08:22:52Z,EAF-01,1536.6,43.6,53953.21
2026-05-26T08:22:53Z,EAF-01,1529.57,46.31,53351.39
2026-05-26T08:22:54Z,EAF-01,1545.32,42.5,54977.95
2026-05-26T08:22:55Z,EAF-01,1520.16,41.36,53161.83
2026-05-26T08:22:56Z,EAF-01,1507.5,47.9,53292.8
2026-05-26T08:22:57Z,EAF-01,1515.98,41.82,51488.44
2026-05-26T08:22:58Z,EAF-01,1541.9,44.62,53710.43
2026-05-26T08:22:59Z,EAF-01,1513.81,48.56,50675.3
2026-05-26T08:23:00Z,EAF-01,1509.22,48.88,51439.46
2026-05-26T08:23:01Z,EAF-01,1514.49,41.6,54043.34
2026-05-26T08:23:02Z,EAF-01,1513.76,40.62,50996.23
2026-05-26T08:23:03Z,EAF-01,1509.88,45.4,52674.38
2026-05-26T08:23:04Z,EAF-01,1505.13,49.74,53662.79
2026-05-26T08:23:05Z,EAF-01,1526.66,48.92,50239.23
2026-05-26T08:23:06Z,EAF-01,1524.2,48.29,52238.15
2026-05-26T08:23:07Z,EAF-01,1522.98,40.8,54117.07
2026-05-26T08:23:08Z,EAF-01,1511.47,45.42,51016.44
2026-05-26T08:23:09Z,EAF-01,1514.85,48.84,51647.94
2026-05-26T08:23:10Z,EAF-01,1514.65,43.78,54916.01
2026-05-26T08:23:11Z,EAF-01,1531.39,42.26,52440.53
2026-05-26T08:23:12Z,EAF-01,1506.15,49.09,53895.66
2026-05-26T08:23:13Z,EAF-01,1536.71,49.99,54163.25
2026-05-26T08:23:14Z,EAF-01,1540.91,49.74,50710.37
2026-05-26T08:23:15Z,EAF-01,1544.08,44.31,52315.14
2026-05-26T08:23:16Z,EAF-01,1510.11,49.36,50315.93
2026-05-26T08:23:17Z,EAF-01,1510.31,41.4,52204.58
2026-05-26T08:23:18Z,EAF-01,1522.28,40.5,52672.92
2026-05-26T08:23:19Z,EAF-01,1531.4,46.55,52071.88
2026-05-26T08:23:20Z,EAF-01,1529.58,45.86,52910.64
2026-05-26T08:23:21Z,EAF-01,1544.92,49.98,54047.91
2026-05-26T08:23:22Z,EAF-01,1679.35,70.74,61195.83
2026-05-26T08:23:23Z,EAF-01,1545.0,49.81,53823.02
2026-05-26T08:23:24Z,EAF-01,1651.45,74.5,62943.28
2026-05-26T08:23:25Z,EAF-01,1501.41,41.01,53734.57
2026-05-26T08:23:26Z,EAF-01,1506.38,47.99,54893.62
2026-05-26T08:23:27Z,EAF-01,1536.77,41.36,54918.49
2026-05-26T08:23:28Z,EAF-01,1534.94,43.64,53633.9
2026-05-26T08:23:29Z,EAF-01,1536.03,45.68,52291.83
2026-05-26T08:23:30Z,EAF-01,1531.45,46.85,54419.06
2026-05-26T08:23:31Z,EAF-01,1544.41,42.95,51973.06
2026-05-26T08:23:32Z,EAF-01,1512.06,40.05,51235.97
2026-05-26T08:23:33Z,EAF-01,1500.56,40.89,52625.76
2026-05-26T08:23:34Z,EAF-01,1529.87,48.33,53052.23
2026-05-26T08:23:35Z,EAF-01,1541.8,47.03,54532.72
2026-05-26T08:23:36Z,EAF-01,1528.08,43.23,54865.05
2026-05-26T08:23:37Z,EAF-01,1532.5,46.56,51789.51
2026-05-26T08:23:38Z,EAF-01,1522.75,44.67,52000.83
2026-05-26T08:23:39Z,EAF-01,1540.6,44.67,54323.25
2026-05-26T08:23:40Z,EAF-01,1538.18,49.54,53418.52
2026-05-26T08:23:41Z,EAF-01,1540.61,43.0,50257.19
2026-05-26T08:23:42Z,EAF-01,1537.34,44.64,52797.53
2026-05-26T08:23:43Z,EAF-01,1522.87,42.7,53720.5
2026-05-26T08:23:44Z,EAF-01,1517.74,47.78,54240.77
2026-05-26T08:23:45Z,EAF-01,1530.11,44.96,50512.71
2026-05-26T08:23:46Z,EAF-01,1524.63,43.53,52704.84
2026-05-26T08:23:47Z,EAF-01,1546.8,42.89,50366.67
2026-05-26T08:23:48Z,EAF-01,1510.66,44.1,51094.69
2026-05-26T08:23:49Z,EAF-01,1515.66,42.79,54028.11
2026-05-26T08:23:50Z,EAF-01,1526.1,46.23,53262.3
2026-05-26T08:23:51Z,EAF-01,1548.65,44.78,53109.82
2026-05-26T08:23:52Z,EAF-01,1545.89,43.64,52188.8
2026-05-26T08:23:53Z,EAF-01,1533.52,49.1,52558.96
2026-05-26T08:23:54Z,EAF-01,1546.43,47.59,53463.96
2026-05-26T08:23:55Z,EAF-01,1535.38,44.82,54190.31
2026-05-26T08:23:56Z,EAF-01,1530.18,47.01,50843.02
2026-05-26T08:23:57Z,EAF-01,1526.71,44.59,51130.8
2026-05-26T08:23:58Z,EAF-01,1535.73,42.91,50314.75
2026-05-26T08:23:59Z,EAF-01,1689.18,65.37,60787.99
2026-05-26T08:24:00Z,EAF-01,1509.65,47.24,50095.9
2026-05-26T08:24:01Z,EAF-01,1515.52,40.99,53160.58
2026-05-26T08:24:02Z,EAF-01,1529.7,47.14,50765.87
2026-05-26T08:24:03Z,EAF-01,1525.31,45.37,53390.14
2026-05-26T08:24:04Z,EAF-01,1501.71,40.77,50083.35
2026-05-26T08:24:05Z,EAF-01,1500.36,43.09,52809.42
2026-05-26T08:24:06Z,EAF-01,1521.76,44.53,53155.4
2026-05-26T08:24:07Z,EAF-01,1519.97,48.55,53097.79
2026-05-26T08:24:08Z,EAF-01,1503.35,44.07,54775.49
2026-05-26T08:24:09Z,EAF-01,1517.51,46.84,51147.29
2026-05-26T08:24:10Z,EAF-01,1533.55,46.38,53588.84
2026-05-26T08:24:11Z,EAF-01,1705.8,67.07,64127.11
2026-05-26T08:24:12Z,EAF-01,1531.25,45.23,53404.96
2026-05-26T08:24:13Z,EAF-01,1526.2,48.87,53742.3
2026-05-26T08:24:14Z,EAF-01,1513.91,47.46,50032.0
2026-05-26T08:24:15Z,EAF-01,1507.56,44.66,53890.31
2026-05-26T08:24:16Z,EAF-01,1520.01,46.09,51036.63
2026-05-26T08:24:17Z,EAF-01,1643.9,66.83,61387.37
2026-05-26T08:24:18Z,EAF-01,1509.88,45.73,52812.45
2026-05-26T08:24:19Z,EAF-01,1523.66,47.34,54094.28
2026-05-26T08:24:20Z,EAF-01,1519.49,48.37,52180.54
2026-05-26T08:24:21Z,EAF-01,1508.56,47.22,50869.32
2026-05-26T08:24:22Z,EAF-01,1518.97,43.53,50859.94
2026-05-26T08:24:23Z,EAF-01,1537.27,40.86,50062.96
2026-05-26T08:24:24Z,EAF-01,1521.56,47.55,54832.63
2026-05-26T08:24:25Z,EAF-01,1522.11,40.79,53859.22
2026-05-26T08:24:26Z,EAF-01,1531.28,47.07,51315.5
2026-05-26T08:24:27Z,EAF-01,1548.73,41.67,53547.1
2026-05-26T08:24:28Z,EAF-01,1500.6,44.77,53683.18
2026-05-26T08:24:29Z,EAF-01,1502.48,44.18,50379.55
2026-05-26T08:24:30Z,EAF-01,1534.17,45.31,50416.27
2026-05-26T08:24:31Z,EAF-01,1526.35,41.54,50277.28
2026-05-26T08:24:32Z,EAF-01,1510.16,42.24,51245.51
2026-05-26T08:24:33Z,EAF-01,1618.35,77.9,60606.93
2026-05-26T08:24:34Z,EAF-01,1548.9,42.06,54080.4
2026-05-26T08:24:35Z,EAF-01,1538.77,48.15,52080.46
2026-05-26T08:24:36Z,EAF-01,1535.93,47.32,51687.4
2026-05-26T08:24:37Z,EAF-01,1546.65,47.32,51823.46
2026-05-26T08:24:38Z,EAF-01,1507.61,44.78,54346.46
2026-05-26T08:24:39Z,EAF-01,1523.6,44.46,54834.1
2026-05-26T08:24:40Z,EAF-01,1523.55,46.64,51970.2
2026-05-26T08:24:41Z,EAF-01,1539.45,44.54,52209.64
2026-05-26T08:24:42Z,EAF-01,1501.27,47.71,54618.33
2026-05-26T08:24:43Z,EAF-01,1532.89,47.45,51433.65
2026-05-26T08:24:44Z,EAF-01,1537.92,43.14,53028.93
2026-05-26T08:24:45Z,EAF-01,1542.79,40.11,53975.89
2026-05-26T08:24:46Z,EAF-01,1525.66,45.51,52510.26
2026-05-26T08:24:47Z,EAF-01,1505.19,41.97,53883.82
2026-05-26T08:24:48Z,EAF-01,1536.0,42.27,50027.37
2026-05-26T08:24:49Z,EAF-01,1540.78,43.34,54635.04
2026-05-26T08:24:50Z,EAF-01,1530.89,42.66,53742.21
2026-05-26T08:24:51Z,EAF-01,1527.87,42.65,53687.61
2026-05-26T08:24:52Z,EAF-01,1512.7,43.67,51679.29
2026-05-26T08:24:53Z,EAF-01,1509.84,48.68,51286.04
2026-05-26T08:24:54Z,EAF-01,1520.36,43.03,50876.48
2026-05-26T08:24:55Z,EAF-01,1542.68,40.84,53813.86
2026-05-26T08:24:56Z,EAF-01,1512.77,42.96,53899.47
2026-05-26T08:24:57Z,EAF-01,1521.81,46.97,51615.85
2026-05-26T08:24:58Z,EAF-01,1536.96,42.35,52832.73
2026-05-26T08:24:59Z,EAF-01,1524.98,43.61,53019.02
2026-05-26T08:25:00Z,EAF-01,1520.85,43.34,54729.95
2026-05-26T08:25:01Z,EAF-01,1507.76,47.23,53227.72
2026-05-26T08:25:02Z,EAF-01,1502.46,43.47,50133.35
2026-05-26T08:25:03Z,EAF-01,1544.22,44.17,53829.06
2026-05-26T08:25:04Z,EAF-01,1514.26,43.01,53137.8
2026-05-26T08:25:05Z,EAF-01,1518.8,43.83,51246.0
2026-05-26T08:25:06Z,EAF-01,1543.17,47.98,54594.12
2026-05-26T08:25:07Z,EAF-01,1505.52,47.46,53562.27
2026-05-26T08:25:08Z,EAF-01,1505.73,43.6,53340.02
2026-05-26T08:25:09Z,EAF-01,1509.08,48.4,52383.78
2026-05-26T08:25:10Z,EAF-01,1514.64,46.72,54714.07
2026-05-26T08:25:11Z,EAF-01,1534.47,43.37,51165.02
2026-05-26T08:25:12Z,EAF-01,1505.57,47.2,50180.37
2026-05-26T08:25:13Z,EAF-01,1534.86,42.71,52035.9
2026-05-26T08:25:14Z,EAF-01,1512.68,42.2,51975.22
2026-05-26T08:25:15Z,EAF-01,1548.66,47.39,52184.15
2026-05-26T08:25:16Z,EAF-01,1544.98,42.64,54434.38
2026-05-26T08:25:17Z,EAF-01,1517.1,40.81,54629.49
2026-05-26T08:25:18Z,EAF-01,1536.03,44.77,54546.38
2026-05-26T08:25:19Z,EAF-01,1513.65,42.01,53250.21
2026-05-26T08:25:20Z,EAF-01,1515.42,48.81,53928.54
2026-05-26T08:25:21Z,EAF-01,1510.86,49.26,52085.35
2026-05-26T08:25:22Z,EAF-01,1518.96,40.62,53315.67
2026-05-26T08:25:23Z,EAF-01,1524.31,40.29,52384.5
2026-05-26T08:25:24Z,EAF-01,1507.1,47.78,50162.92
2026-05-26T08:25:25Z,EAF-01,1503.22,45.54,53528.39
2026-05-26T08:25:26Z,EAF-01,1723.72,63.37,62327.56
2026-05-26T08:25:27Z,EAF-01,1505.7,46.17,52519.41
2026-05-26T08:25:28Z,EAF-01,1534.46,43.58,52127.37
2026-05-26T08:25:29Z,EAF-01,1503.34,40.27,51692.71
2026-05-26T08:25:30Z,EAF-01,1503.65,49.8,52353.19
2026-05-26T08:25:31Z,EAF-01,1544.25,40.43,51216.55
2026-05-26T08:25:32Z,EAF-01,1537.78,42.01,53111.99
2026-05-26T08:25:33Z,EAF-01,1545.68,49.62,54083.18
2026-05-26T08:25:34Z,EAF-01,1528.57,41.12,52349.74
2026-05-26T08:25:35Z,EAF-01,1631.31,67.23,62723.92
2026-05-26T08:25:36Z,EAF-01,1504.74,40.16,50995.15
2026-05-26T08:25:37Z,EAF-01,1533.53,45.3,52670.81
2026-05-26T08:25:38Z,EAF-01,1545.39,43.36,50499.63
2026-05-26T08:25:39Z,EAF-01,1521.15,41.39,53397.36
2026-05-26T08:25:40Z,EAF-01,1531.29,49.04,50640.2
2026-05-26T08:25:41Z,EAF-01,1509.48,47.22,51902.89
2026-05-26T08:25:42Z,EAF-01,1517.81,42.59,54404.24
2026-05-26T08:25:43Z,EAF-01,1677.78,67.05,63799.02
2026-05-26T08:25:44Z,EAF-01,1516.4,41.64,53321.63
2026-05-26T08:25:45Z,EAF-01,1641.03,63.7,62835.98
2026-05-26T08:25:46Z,EAF-01,1523.62,42.11,51273.01
2026-05-26T08:25:47Z,EAF-01,1505.9,46.96,52649.92
2026-05-26T08:25:48Z,EAF-01,1538.85,44.92,54571.87
2026-05-26T08:25:49Z,EAF-01,1509.97,46.77,52904.98
2026-05-26T08:25:50Z,EAF-01,1515.45,48.34,50506.14
2026-05-26T08:25:51Z,EAF-01,1537.51,46.59,52713.58
2026-05-26T08:25:52Z,EAF-01,1520.6,43.64,51392.75
2026-05-26T08:25:53Z,EAF-01,1540.31,43.18,54069.23
2026-05-26T08:25:54Z,EAF-01,1500.65,48.97,51309.86
2026-05-26T08:25:55Z,EAF-01,1546.7,40.41,51276.37
2026-05-26T08:25:56Z,EAF-01,1534.3,45.09,53436.28
2026-05-26T08:25:57Z,EAF-01,1542.37,44.59,50214.53
2026-05-26T08:25:58Z,EAF-01,1518.58,46.48,52361.2
2026-05-26T08:25:59Z,EAF-01,1541.76,41.26,52083.49
2026-05-26T08:26:00Z,EAF-01,1539.97,47.77,52220.17
2026-05-26T08:26:01Z,EAF-01,1734.16,68.76,63255.5
2026-05-26T08:26:02Z,EAF-01,1541.15,44.87,51706.05
2026-05-26T08:26:03Z,EAF-01,1514.11,48.71,51554.14
2026-05-26T08:26:04Z,EAF-01,1540.04,46.67,51166.29
2026-05-26T08:26:05Z,EAF-01,1516.86,41.89,50299.58
2026-05-26T08:26:06Z,EAF-01,1518.25,45.03,50631.7
2026-05-26T08:26:07Z,EAF-01,1517.01,47.35,51882.02
2026-05-26T08:26:08Z,EAF-01,1507.94,42.3,52410.14
2026-05-26T08:26:09Z,EAF-01,1544.54,48.07,51159.7
2026-05-26T08:26:10Z,EAF-01,1506.11,40.93,52308.18
2026-05-26T08:26:11Z,EAF-01,1506.17,41.03,54830.39
2026-05-26T08:26:12Z,EAF-01,1522.04,46.76,54646.49
2026-05-26T08:26:13Z,EAF-01,1517.94,45.58,51151.75
2026-05-26T08:26:14Z,EAF-01,1536.61,42.43,51151.59
2026-05-26T08:26:15Z,EAF-01,1515.76,40.1,52794.31
2026-05-26T08:26:16Z,EAF-01,1522.74,47.68,53474.25
2026-05-26T08:26:17Z,EAF-01,1500.59,45.98,51677.68
2026-05-26T08:26:18Z,EAF-01,1528.38,48.33,53739.15
2026-05-26T08:26:19Z,EAF-01,1515.75,49.09,50767.11
2026-05-26T08:26:20Z,EAF-01,1506.74,40.05,51040.54
2026-05-26T08:26:21Z,EAF-01,1545.71,43.98,54803.71
2026-05-26T08:26:22Z,EAF-01,1547.16,46.54,51857.95
2026-05-26T08:26:23Z,EAF-01,1521.01,40.16,54421.48
2026-05-26T08:26:24Z,EAF-01,1518.94,45.1,50871.85
2026-05-26T08:26:25Z,EAF-01,1510.77,44.53,51906.12
2026-05-26T08:26:26Z,EAF-01,1510.74,45.85,53350.23
2026-05-26T08:26:27Z,EAF-01,1517.45,43.88,51332.27
2026-05-26T08:26:28Z,EAF-01,1527.01,49.4,50217.38
2026-05-26T08:26:29Z,EAF-01,1516.62,48.05,50533.01
2026-05-26T08:26:30Z,EAF-01,1533.22,47.76,50945.72
2026-05-26T08:26:31Z,EAF-01,1535.06,43.37,54674.73
2026-05-26T08:26:32Z,EAF-01,1617.95,62.28,64355.27
2026-05-26T08:26:33Z,EAF-01,1533.68,42.11,52760.51
2026-05-26T08:26:34Z,EAF-01,1537.83,47.47,53966.84
2026-05-26T08:26:35Z,EAF-01,1506.56,42.55,51517.77
2026-05-26T08:26:36Z,EAF-01,1534.02,45.24,53339.31
2026-05-26T08:26:37Z,EAF-01,1544.19,48.38,54593.65
2026-05-26T08:26:38Z,EAF-01,1545.09,42.97,54834.7
2026-05-26T08:26:39Z,EAF-01,1539.9,46.1,51502.68
2026-05-26T08:26:40Z,EAF-01,1537.16,48.44,50651.75
2026-05-26T08:26:41Z,EAF-01,1528.3,40.29,54588.04
2026-05-26T08:26:42Z,EAF-01,1515.65,47.51,53660.1
2026-05-26T08:26:43Z,EAF-01,1512.59,47.77,50829.96
2026-05-26T08:26:44Z,EAF-01,1531.4,47.05,53074.52
2026-05-26T08:26:45Z,EAF-01,1501.9,40.61,50412.2
2026-05-26T08:26:46Z,EAF-01,1505.97,40.18,54794.91
2026-05-26T08:26:47Z,EAF-01,1519.41,45.76,52703.0
2026-05-26T08:26:48Z,EAF-01,1530.53,48.01,53323.65
2026-05-26T08:26:49Z,EAF-01,1533.38,43.91,50390.64
2026-05-26T08:26:50Z,EAF-01,1517.48,42.04,54075.04
2026-05-26T08:26:51Z,EAF-01,1511.91,47.85,53550.74
2026-05-26T08:26:52Z,EAF-01,1506.21,49.67,53832.17
2026-05-26T08:26:53Z,EAF-01,1542.97,40.16,53170.95
2026-05-26T08:26:54Z,EAF-01,1524.46,40.26,51273.86
2026-05-26T08:26:55Z,EAF-01,1524.78,49.5,52305.58
2026-05-26T08:26:56Z,EAF-01,1502.18,43.34,53923.78
2026-05-26T08:26:57Z,EAF-01,1547.8,41.12,50932.19
2026-05-26T08:26:58Z,EAF-01,1522.8,46.48,53164.02
2026-05-26T08:26:59Z,EAF-01,1528.13,46.79,51669.33
2026-05-26T08:27:00Z,EAF-01,1525.78,49.02,51202.09
2026-05-26T08:27:01Z,EAF-01,1543.34,40.71,52417.51
2026-05-26T08:27:02Z,EAF-01,1539.61,42.82,53597.58
2026-05-26T08:27:03Z,EAF-01,1726.32,76.8,61355.26
2026-05-26T08:27:04Z,EAF-01,1521.22,47.98,53935.72
2026-05-26T08:27:05Z,EAF-01,1530.36,41.73,53792.16
2026-05-26T08:27:06Z,EAF-01,1513.24,43.56,50214.65
2026-05-26T08:27:07Z,EAF-01,1509.23,42.3,54320.65
2026-05-26T08:27:08Z,EAF-01,1549.26,47.25,52506.44
2026-05-26T08:27:09Z,EAF-01,1544.42,45.54,51301.5
2026-05-26T08:27:10Z,EAF-01,1525.12,43.38,53557.84
2026-05-26T08:27:11Z,EAF-01,1538.16,40.0,52354.76
2026-05-26T08:27:12Z,EAF-01,1524.61,40.23,54898.88
2026-05-26T08:27:13Z,EAF-01,1521.16,42.27,50025.03
2026-05-26T08:27:14Z,EAF-01,1544.22,41.88,53134.25
2026-05-26T08:27:15Z,EAF-01,1527.76,47.41,54253.88
2026-05-26T08:27:16Z,EAF-01,1520.81,48.22,52267.32
2026-05-26T08:27:17Z,EAF-01,1521.17,46.3,51691.52
2026-05-26T08:27:18Z,EAF-01,1510.86,47.74,53876.27
2026-05-26T08:27:19Z,EAF-01,1549.81,43.95,54811.27
2026-05-26T08:27:20Z,EAF-01,1503.89,47.34,50464.83
2026-05-26T08:27:21Z,EAF-01,1507.21,43.67,53778.88
2026-05-26T08:27:22Z,EAF-01,1540.51,42.24,50378.95
2026-05-26T08:27:23Z,EAF-01,1519.78,45.03,51108.28
2026-05-26T08:27:24Z,EAF-01,1537.15,43.93,53543.1
2026-05-26T08:27:25Z,EAF-01,1500.59,40.89,51994.85
2026-05-26T08:27:26Z,EAF-01,1512.28,49.92,52147.63
2026-05-26T08:27:27Z,EAF-01,1525.33,41.3,50197.18
2026-05-26T08:27:28Z,EAF-01,1505.96,43.48,51763.53
2026-05-26T08:27:29Z,EAF-01,1534.17,42.88,51305.97
2026-05-26T08:27:30Z,EAF-01,1549.97,43.97,52044.54
2026-05-26T08:27:31Z,EAF-01,1524.15,41.03,51863.12
2026-05-26T08:27:32Z,EAF-01,1504.64,40.57,52394.48
2026-05-26T08:27:33Z,EAF-01,1541.67,41.33,50142.71
2026-05-26T08:27:34Z,EAF-01,1546.87,48.83,52324.72
2026-05-26T08:27:35Z,EAF-01,1521.17,42.45,52536.32
2026-05-26T08:27:36Z,EAF-01,1500.89,47.62,50406.01
2026-05-26T08:27:37Z,EAF-01,1534.71,42.24,51348.95
2026-05-26T08:27:38Z,EAF-01,1547.96,42.51,50836.88
